0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
135,和紙をつかった簡単なワークショップ 休止,１０００年以上前から変わらない和紙に今、触れよう,70,"和紙を使うときの基本的な動作は「触る・なでる」「揉む」「破る」「貼る」です！
 和紙は丈夫なので、手と指を使ってモミモミすることで平らな紙を「揉み紙」にすることもできますし、その紙をそのまま工作に使うこともできます。
 工作の内容は、「ランタン（LEDキャンドル使用）」「メッセージうちわ」「和紙を縫う」から選択していただけます。
 

 作業の途中にはアイスブレイクを設け、美術館学芸員の経験がある講師が、伝統的な美術品の中で和紙がどんなふうに使われてきたかという話や、現在育てている和紙の原料（こうぞ）の話をはさみ、落ち着いて進めていきたいと思います。","15分 挨拶・導入
 20分 制作
 10分 アイスブレイク（和紙の話）
 15分 制作、完成
 10分 予備、周りの人の作品も鑑賞","ハサミ、のり、筆記用具、裁縫道具等、ワークショップ内容に応じてご用意いただきたいものがございます。
 お問い合わせの際に別途ご案内いたします。",-,,2021-11-28 15:06:20 +0900,2022-05-05 18:22:59 +0900,drcoi5h2sAo,blue,4100,400,300,0,3000,,FALSE,E14,TRUE,和紙 汰かや,-,材料費の送料は別途、頂戴いたします。大分県から発送します。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/135/6120bee2dcb38208ded9bc41-400_1.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=9b7ca55a6e57dc16537ce62d494288e4d2f8ff55292b27962e6855fa8bac5093,TRUE,2000,work,unapplied,online,全国,
260,オンラインでハンドマッサージ,簡単、お手軽 自分で出来るハンドマッサージ,30,オンラインでの開催です。自分で出来る簡単なマッサージを皆さまと一緒に楽しく学びます。そして手にある沢山のツボの豆知識もお伝え致します。ツボを知ることでマッサージにも活かしつつ日々の生活にも役に立つレクリエーションです。,5分挨拶 25分ハンドマッサージとツボの説明,,,ツボを知って簡単なハンドマッサージです。楽しく一緒に学びましょう,2022-02-10 17:45:11 +0900,2022-05-05 18:22:59 +0900,,,4800,,,,3500,,TRUE,,TRUE,小林小百合,アロマアドバイザー,レクリエーション介護士2級 ハンドセラピスト,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/260/6142c844d7a097088cae02a6-400_1.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=6fcf1addcd7292544029dac79237bc90921b35331060e3148d0e2952dd983354,TRUE,2000,other,published,online,全国,
232,カラー診断,視覚を刺激し、見る楽しみを増やそう,35,"身近にたくさんある色について基本的なお話から、お話のネタになる豆知識をご紹介♪
 実際に目で見て体験してもらいます。
 その後、ご自身に最適とされる色(パーソナルカラー)の診断テストを行います。","05分 アイスブレイク
 10分 色についての豆知識など
 15分 カラー診断の実施
 05分 最後の挨拶",鉛筆,,,2022-01-05 16:27:16 +0900,2022-05-05 18:22:59 +0900,,,4500,,,,3300,,TRUE,,TRUE,宮崎夏光,パーソナルカラリスト検定,"アロマアドバイザー、環境カオリスタ、パーソナルカラリスト資格保持。
 現役大学生かつ現役美容専門学生。コロナ禍で大学の授業がオンラインとなり、時間に余裕ができた為以前から興味のあった美容の専門学校に入学。
 インターンで資格活用中。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/232/image__3_.png?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=d10c8d5800197c8c177d75fc0b93635c2b4d63080b7456adb6f3a7cc8e0382aa,TRUE,2000,other,published,online,全国,
123,オンラインドッグセラピー（動物介在介護）,設立２００６年・年間訪問数２００件越えの実績！,40,ご高齢でも、障がいをお持ちでも、認知症の方でも可愛いものを見ると笑顔になります。介護現場では、そうした機会が少ないと思いますし、衛生面・訓練面的な側面ではまだまだ施設内に動物を迎える事を心配されるお声もあると思います。オンラインだからこそ、そうした心配もなく皆様に楽しんで頂ける内容や機会提供になると信じております！是非皆様とお会い出来るのを楽しみにしておりますので何卒宜しくお願い致します！,"鑑賞型5分 挨拶・自己紹介
 5分 アイスブレイク 巨大ぬいぐるみ活用
 20分 わんこ登場
 ・小型犬紹介10分（クイズ・質問コーナー付）
 ・大型犬紹介10分（クイズ・質問コーナー付）
 5分 塗り絵プレゼント
 5分 皆様からの感想と最後のまとめ",ぬいぐるみ（何でも可）,-,<p>中学生より「動物介在療法」に興味を持ち学びを開始する。動物介在福祉学科にて介護と動物関連の事を学び、動物園併設の老健に就職し介護職として動物介在活動を実施していく。2006年にNPO法人としてわんとほーむを設立し理事・責任者となり、介護職・介護講師と並行して実施していく。その後独立しフリーランスとして現在に至る。</p>,2021-11-28 15:06:18 +0900,2022-05-05 18:22:59 +0900,uUeoyd5TB-M,blue,13500,0,0,0,10000,,TRUE,E17,TRUE,向宇希,介護福祉士・動物介在福祉士・トリマー・訓練士,東海3県の病院・施設などでの動物介在介護事業を展開して15年。介護職・介護講師業と並行して、訓練済みセラピー犬とともに年間200回ほど現場を訪問してきました。現場の皆様と共にその現場専用のプログラムを作成・実践します。1日の中で人が喜ぶ権利を大切にしたいという信念のもと活動中。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/123/61554248b4d30bdf1d752914-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=cc01e17b1011bff1d5797c41960015647e4fa3c619a45f5ab5e753d4b4397cd6,TRUE,2000,other,published,online,全国,
77,"東証一部上場ブライダル企業が全国展開する""安心の""お墓参り代行サービス",全国お墓参り代行サービス「きたよ。」,5,"""【利用までの流れ】
 ①ご希望の利用者様がいらっしゃいましたら、詳細のお打ち合わせをさせていただき、内容・利用料金が確定いたします。墓地の数、広さ、場所などによって利用料金が変わります。
 ②打合せ後に日程を調整し「きたよ。」のスタッフが墓地までお墓参りへ伺います。
 ③「きたよ。」スタッフが心を込めてお墓の清掃とお参りをさせて頂きます。
 ④後日、利用者様にご報告書をメールまたは郵送にてお送りします。
 

 ※お打ち合わせや施行後のレポートのお渡しなど、一部利用者さまのサポートをお願いする場合がございますが、基本的にはスタッフ様にご協力いただくことはございません。""","""【お墓参り代行の内容】
 ■合掌礼拝（心を込めてお参りいたします）
 ■墓石の清掃（水洗い清掃）
 ■雑草除去
 ■供花・供物のお供え（供物はご希望の場合のみ）
 ■実施後の報告書（清掃前後の写真・周辺の風景など）
 ■オンラインお墓参り（ご希望の場合のみ）
 

 【オプションメニュー】
 ■生花ボリュームアップ（色味やボリュームの指定が可能です）
 ■造花（数種類からお選びいただき供花を造花でご用意することが可能です）""",ー,ー,"<p><br></p><p>【きたよ。の由来 】</p><p>穏やかな気持ちで故人に想いを馳せる時間が</p><p>少しずつ負担に感じてしまう事もあるでしょう。</p><p><br></p><p>どこか重荷になり、後ろめたさから、</p><p>次第に疎遠になってしまう事は悲しい事です。</p><p><br></p><p>事情があって行けなくなってしまった。</p><p>自分の目で見る事を一度は諦めててしまった。</p><p>けど、本当は言いたかった。</p><p><br></p><p>「きたよ。」</p><p><br></p><p>その一言に込められた大切なお気持ちを届ける。</p><p>「代わり」ではなく次に逢うまで「繋ぐ」</p><p>それが「きたよ。」に込めた想いです。""</p>",2021-11-28 15:05:45 +0900,2022-05-05 18:22:59 +0900,,blue,33800,0,0,0,25000,,TRUE,E17,TRUE,『きたよ。』,全国お墓参り代行サービス,"""様々なご事情でお墓参りへ行くことが難しくなった。
 入居生活の為、自分の目でお墓の様子を見ることを、心のどこかで諦めてしまった。
 「きたよ。」は、そんな方にも必ずご満足いただけるお墓参り代行サービスです。
 ただの清掃員ではなく、どんなご事情があり、どんはご関係性なのかなど、可能な限りお伺いをしたうえで、ブライダル業界No1を誇るおもてなしスタッフが、現地のお墓まで伺います。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/77/6148c8ae57d22bf1372b7e24-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=b5c75a7a8bada90a808c344957a9b15fb628f9eca85aeea5391668fa53d5b38b,TRUE,2000,other,published,online,全国,
23,【オンライン】フクロウカフェ体験,フクロウ達に会おう★楽しい癒し体験♪,45,ゆったりとした愛らしい魅力をもったフクロウにふれあうと、沢山の方が笑顔になります。心が疲れた時のセラピーにも。皆様にお楽しみいただける内容となっております。これまでフクロウを近くで見てみたいと思ったけれども機会がない、場所が遠い、ちょっと怖い、などで叶わなかった方に、オンラインでご参加いただける新しい癒し体験です。クラシックが流れる中、リラックスして体験いただけます。フクロウに関する質疑応答もしましょう！,"5分ご挨拶・自己紹介
 25分フクロウとのふれあい
 10分質疑応答
 5分最後のご挨拶
 ※45分の場合 (30~60分対応可能)",-,-,,2021-11-28 15:05:09 +0900,2022-05-05 18:22:59 +0900,PC1YOVRz8-8,blue,9500,0,0,0,7000,,TRUE,E17,TRUE,アキバフクロウ,動物取扱責任者,秋葉原で小さなフクロウカフェ【アキバフクロウ】を夫婦で運営しております。 フクロウに魅了され、元々自宅で複数羽飼育しておりましたが、もっとケアをする時間が欲しい！という想いからアキバフクロウをオープンしました。〜フクロウとふれあい 人生をより豊かなものへ〜私達の理念です。 ぜひ可愛いフクロウ達と一緒に、日常では味わえない楽しい体験をしていただけると幸いです。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/23/61472863894775def011c78a-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103212Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=0c4b66b324e35658a3b2323ce8e0f14ddd4d71403a203f9eed4b93c75d601243,TRUE,2000,other,published,online,全国,
273,フラダンス教室,楽しく,40,,,,,,2022-04-28 18:15:24 +0900,2022-04-30 21:07:33 +0900,,,12000,,,,7000,,TRUE,,FALSE,,,,,TRUE,2000,event,unapplied,visit,愛知県・三重県・岐阜県,
258,マジックを見て！体験して！！楽しもう♪,見て楽しむだけでなく、ご自身でも出来る簡単なマジックを伝授します。,45,"最初にマジックショーを少し見て頂いた後は、皆様も出来るマジックを体験して頂きます。
 脳も視覚も手先も使って、体全体を活性化！
 みんなで不思議で楽しい時間を過ごしましょ♪","会場入り時間 1時間30分前
 ※駐車場や控室は会場入り時間から使用致します。
 プログラム
 30分 準備
 45分 プログラム
 20分 片付け","CDデッキ
 ピンマイク
 マイク
 マイクスタンド
 控室",,取得して頂くマジック内容によっては、参加者様の用紙代等がかかります。(お1人様100円前後),2022-01-27 15:18:55 +0900,2022-04-30 21:07:33 +0900,,,20300,0,0,,15000,,TRUE,,FALSE,sa-ya,マジシャン、舞踊家,元テーマパークダンサー、元東海テレビバラエティリポーター、日本舞踊・西崎流名取 西崎緑紗、愉快な経歴を持つマジシャン☆,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/258/5f5b0b71e1c4d13c7f1e08d5-96_1.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=96d424e97135b015a5a630b99901809f8e71c06eac996bb0a0d092f8e7da1efb,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
239,創作アロマ〜アロマサシェ〜,〜乾燥させたお花やハーブの「香り袋・匂い袋」〜,45,サシェとは「香り袋・匂い袋」のことをいいます。布袋や紙袋の中にドライフラワーやハーブ香料などを入れたフレグランスアイテムで、中身は出さずに袋に入った状態で使います。お好きな場所に置いたり、引き出しに入れたり、紐がついているタイプのサシェなら吊るして飾ったりと、幅広い使い方ができるのが特徴です。お好きな香りのアロマを垂らしてご自分だけのサシェをお楽しみください！,"05分 挨拶 本日の使用アロマの説明
 35分 創作物の作成
 05分 片付け",駐車場,創作物の材料,材料の誤飲に注意してください,2022-01-06 11:32:23 +0900,2022-04-30 21:07:33 +0900,,,7500,600,500,,5500,,TRUE,,FALSE,宮崎雅子,アロマアドバイザー,レクリエーション介護士2級、メンタルケア心理士®︎、アロマアドバイザー、プリザーブドフラワーインストラクターなど様々な資格を保有する現役美容師。介護施設や在宅介護の方の訪問美容も手がけております。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/239/image__4_.png?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=72feaf967d024f1d1279268de8274e8e17ba18e7904c27d9f616f8907747c39b,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
213,コメディーマジック＆わくわく手品教室,プロの技はびっくり驚き。ご興味のある方にはマジックをお教えします..！,60,プロマジシャンNARUOのマジックショーと日常に取り入れられるマジックのレクチャーを行います。場の空気を明るく変化させることができる、一生もののマジックという札をあなたも手に入れませんか？,"10分前会場いり,
 50分プログラム,
 10分片付け","控室,駐車場",,,2021-11-28 15:06:38 +0900,2022-04-30 21:07:33 +0900,,orange,13500,0,0,30,10000,,TRUE,E07,FALSE,成瀬正俊,マジシャン,中学生時代にテレビ番組でマジックの種明かしを見たのをきっかけにマジックを始める。 独学ながらも独自の持論に基づいたキャラクターとストーリー性によって演出されるマジックが評判となり、企業パーティー、幼稚園、結婚式、等多岐に渡り活躍。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/213/617901eb1f4eac04341b8b36-614_1.25.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=f57a4e4300d5163d55b7f6721a6a6c344719e5fed229483d7c1690b413d09d08,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
212,バルーンパフォーマンス,リズムにのって♪素敵なバルーン作品が次々と！,35,色とりどりのバルーン（風船）を使って、様々な作品を作り上げます。リズミカルな音楽に合わせて、みるみるうちに出来上がっていくバルーン作品に目を奪われること間違いなし。普段はテーマパークやイベントなどでしか見られない、ドキドキ・ワクワクのバルーンパフォーマンスをお楽しみください！,35分プログラム,"コンセント,駐車場","ほか必要なもの一式,風船",,2021-11-28 15:06:38 +0900,2022-04-30 21:07:33 +0900,,orange,13500,0,0,80,10000,,TRUE,E07,FALSE,哲,,日本福祉大学大道芸サークルに入り大道芸デビュー。プロの大道芸人として、福祉施設やテーマパークなど全国で活動中。 第１回そらアワード受賞（ＮＰＯ法人大道芸支援協会そら主催： 大道芸人人気投票第１位）,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/212/6179002e4000a2041887bd99-614_1.25.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=25bd1e483b0bb2571e4a0f95ee69019c88087796418dd623636f554d809404d1,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
211,微笑亭さん太　落語,大爆笑の時間,40,『認知症落語』『悪質商法撃退落語』『振り込め詐欺防止落語』『相続落語』『成年後見制度落語』等、高齢者向けのテーマに応じた落語から古典落語まで、誰でも判りやすく楽しめる高座をご提供します。,"40分プログラム
 ご希望であれば90分でも120分でも大丈夫です。","ＣＤラジカセ等(お囃子をかけるため)
 マイク(必要な広い会場であれば)",座布団,"平成１６年、春風亭小朝、笑福亭鶴瓶、立川志の輔、春風亭昇太、林家正蔵、柳家花緑、からなる『六人の会』主催、『第１回・全国落語台本コンクール』にて、１０４８本の新作落語台本の中から、自作『身投げ橋』が最優秀賞を獲得。以来、春風亭小朝、春風亭昇太、立川志の輔、林家正蔵、林家木久蔵、林家三平、桂かい枝など、プロの落語家に定期的に落語台本を提供する作家活動のかたわら、自らも年間２５０回に及ぶ高座に上がり続け、平成２１年８月には、大阪池田市で行われた『社会人落語日本一決定戦』において、３６２名の社会人落語家の中から、３位入賞を果たし、翌年は奨励賞、平成２５年には藤本義一賞を 受賞。
近年は『悪質商法撃退落語』『振り込め詐欺撃退落語』『認知症落語』『成年後見制度落語』『相続・終活落語』『納税推奨落語』『子育て応援落語』『中高年応援落語』『男女共同参画落語』『交通安全推奨落語』『商店街落語』『投票呼びかけ落語』など、テーマに応じた創作落語を作って演じ、その啓発に一役買っている
またエフエムとよたにて【ラブィート演芸 楽市・落語】のパーソナリティを務めている。日曜日午後５時～５時半(隔週担当)放送中！

wiki
https://ja.wikipedia.org/wiki/%E5%BE%AE%E7%AC%91%E4%BA%AD%E3%81%95%E3%82%93%E5%A4%AA

（受賞歴）
平成１６年 第１回全国落語台本コンクール 最優秀賞受賞
平成２０年 落語協会台本コンクール 佳作受賞
平成２１年 国立演芸場・漫才台本コンクール 最優秀賞受賞
平成２４年 落語協会台本コンクール 優秀賞受賞
平成２５年 上方落語協会台本コンクール 佳作受賞
平成２６年 上方落語協会台本コンクール 佳作受賞（２年連続
平成２７年 落語協会台本コンクール 最優秀賞受賞
平成２８年 落語協会台本コンクール 優秀賞受賞(２年連続)
平成２９年 落語協会台本コンクール 最優秀賞受賞(３年連続)
平成３０年 落語協会台本コンクール 優秀賞受賞(４年連続)
令和元年 落語協会台本コンクール 優秀賞受賞(５年連続)
平成２１年 社会人落語日本一決定戦 ３位入賞
平成２２年 社会人落語日本一決定戦 奨励賞受賞
平成２３年 社会人落語日本一決定戦 決勝進出賞
平成２４年 社会人落語日本一決定戦 決勝進出賞（４年連続
平成２５年 社会人落語日本一決定戦 藤本義一賞受賞",2021-11-28 15:06:38 +0900,2022-04-30 21:07:33 +0900,,orange,20300,0,0,0,15000,,TRUE,E07,FALSE,微笑亭さん太,,"豊田西高校 愛知大学法学部卒。
 大学在学中は落語研究会に所属し、卒業後、豊橋落語天狗連に参加。",https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/211/6183829ccf99b9040f750f3f-614_1.25.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=3bbf8eeb4f5f8fc55de8da174c57d7f08d54740891d01202a4684b458224a603,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
152,昭和を駆け抜けたクルマたち展,クルマとの思い出を聴かせて下さい！,45,当日持ち込む懐かしいクルマカタログを額装したパネルを飾り、パソコンを使ってプロジェクターに沢山のクルマのカタログや写真をお見せします。当時の流行などもそのカタログから追いつつ、施設の皆さんへお話を振ったり、クイズを出しながら昔の記憶を一緒に辿る回想のお手伝いをさせていただきます。,①挨拶（５分）、②展示作品の紹介・クイズ（１５分）、③施設の皆様からのクルマとの思い出話を聴く（１５分）、④終わりの挨拶＋お別れの動画（１０分）,"駐車場, プロジェクター、絵画展示出来るスペース",-,wi,2021-11-28 15:06:25 +0900,2022-04-30 21:07:33 +0900,OgRFjlYY8VE,orange,2700,0,0,20,2000,,TRUE,E07,FALSE,ナビゲーター☆エコー,回想案内人,私が話を一方的にすることはせず、皆さんから沢山話をしてもらうことを重要視しています。今ご高齢の方も当時は家庭や仕事でクルマと接したに違いありません。是非皆さんからクルマとの思い出話を聴かせて下さい。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/152/615d57dc7833a7df45fca218-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=36c06b021d232cd0036b2f57c9830fe093b907991fc6fa5aac248f799875e8d2,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
151,エンターテイメントマジックショー,夢と希望とファンタジーの世界へ,40,若手実力派プロマジシャンによる「夢と希望とファンタジー」がテーマのエンターテイメントマジックショー。皆様の目と鼻の先、まさに至近距離で、数々の奇跡を起こします。キレキレの技で皆様をあっと驚かせて、高齢者の方も親しみやすい朗らかな人柄と巧みな話術で皆様を笑顔にします。ロマンチックな魔法の疑似体験としてのマジックの楽しさや面白さを感じていただくことができる、不思議や感動に満ちた時間。,"40分：プログラム
 10分：片付け","コンセント,控室,駐車場",-,,2021-11-28 15:06:25 +0900,2022-04-30 21:07:33 +0900,D4REql96UM4,orange,20300,0,0,0,15000,,TRUE,E07,FALSE,しんたろう,プロマジシャン,「 ミスターファンタジー」と称されるプロマジシャンしんたろう、ラスベガスで行われたマジックの世界大会や夢の国として知られるテーマパークでも活躍したマジシャンの起こす奇跡の連続をご覧あれ！,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/151/615d5255b4d30bdf1d760ddf-614_1.25.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=1c9b85a2ce2c423201ad173e5ddc020ae54edeeca45aba678a4b836191f3215b,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
130,花魁ショー,江戸の華麗な花魁をお楽しみください,60,映画やお芝居で有名な 練り歩きを再現した花魁道中を始め、ステージでは日本舞踊から、江戸の賑わいを現代風な音楽で表現した和ダンスもお楽しみ頂きます,"10分前会場入り,
 50分プログラム,
 10分片付け","控室,駐車場",,,2021-11-28 15:06:18 +0900,2022-04-30 21:07:33 +0900,,orange,67500,0,0,80,50000,,TRUE,E07,FALSE,御陵一座,,座長はＮＨＫラジオドラマ『新銀河』出演を皮切りに、『中学生日記』等出演。2007年当団体を結成。和文化コラボレーション企画イベントの照明音響スタッフ、演技指導、花魁体験やチャンバラ体験など、年間平均現場数は300本以上。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/130/61790713c5f8620415f48f54-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=aefd5b6a2c6db5c4a421ebc37f5636815a1307be28026728a1af617c5a3057aa,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
129,お芝居チャンバラコントショー,5名程度で行います！笑いあり涙ありの本格チャンバラショー,30,チャンバラ、刀で斬り合うこと、剣劇とも称される。 刀で斬り合う音、および様子を表す擬音に由来する副詞的語句ちゃんちゃんばらばらの略です。老若男女問わず楽しめる、笑いあり涙ありの人情芝居や、新撰組、忍者等が登場する本格チャンバラショーを上演します。30分程の短編から2時間程の長編まで様々ご用意しております。 お客様の名前を台本内へ入れたり、お客様参加型のお芝居等、ご希望に応じて対応可能です。,所要時間はご相談に応じますのでご連絡ください。,,,"<p><span style=""color: rgb(0, 0, 0);"">事前に会場の下見、打ち合わせが必要です。まずはご相談ください。</span></p>",2021-11-28 15:06:18 +0900,2022-04-30 21:07:33 +0900,,orange,135000,0,0,80,100000,,TRUE,E07,FALSE,御陵一座,,和太鼓や猿回しなどの和文化コラボレーション企画、舞台のみならずイベントの照明音響スタッフ、子供たちへの演技指導、外国の方への花魁体験やチャンバラ体験を行い、年間平均現場数は300本以上と着実に実績を伸ばしている。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/129/617903d6c5f8620415f48d35-730_1.5.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=3a9a30fcdc7bd44469df1a028da880caf86620bfcf29f78250ac8953cf6cff1e,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
128,大人気！猿回し,演者と息のあったお猿さんの芸をお楽しみください！,35,まるで漫才！猿と猿回し師と掛け合いは必見。芸はもちろんですが、まるで人間の言葉を理解しているような猿のリアクションも見物。人間ばりのボケとツッコミを見せてくれることも⁉︎,35分プログラム,"コンセント,駐車場",,,2021-11-28 15:06:18 +0900,2022-04-30 21:07:33 +0900,,orange,33800,0,0,80,25000,,TRUE,E07,FALSE,御陵一座,,和太鼓や猿回しなどの和文化コラボレーション企画、舞台のみならずイベントの照明音響スタッフ、子供たちへの演技指導、外国の方への花魁体験やチャンバラ体験を行い、年間平均現場数は300本以上と着実に実績を伸ばしている。,https://matching-system-production.s3.ap-northeast-1.amazonaws.com/uploads/recreation/instructor_image/128/6178feff1f4eac04341b8979-614_1.25.jpg?X-Amz-Expires=600&X-Amz-Date=20220518T103211Z&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIASN7APX6NOANAVIJ2%2F20220518%2Fap-northeast-1%2Fs3%2Faws4_request&X-Amz-SignedHeaders=host&X-Amz-Signature=41322936c7e9b695299430c4cae70d3c21fded27994c7ddee47e9ffe14eaf4e3,TRUE,2000,event,published,visit,愛知県・三重県・岐阜県,
